Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2018,Medina High School,333095,Medina,Orleans,14103,58,5,12,<4,37,"Medina, NY 14103
(43.213788, -78.377874)"
Fall 2018,Altmar - Parish - Williamstown,334410,Parish,Oswego,13131,28,<4,<4,<4,19,"Parish, NY 13131
(43.416461, -76.098964)"
Fall 2018,G Ray Bodley High School,332020,Fulton,Oswego,13069,100,8,27,13,52,"Fulton, NY 13069
(43.324957, -76.390481)"
Fall 2018,Hannibal Central School,332265,Hannibal,Oswego,13074,44,<4,8,<4,28,"Hannibal, NY 13074
(43.310306, -76.552826)"
Fall 2018,John C Birdlebough High School,334510,Phoenix,Oswego,13135,51,<4,15,<4,32,"Phoenix, NY 13135
(43.250396, -76.316143)"
Fall 2018,Mexico Academy & Central Schoo,333100,Mexico,Oswego,13114,62,<4,14,10,34,"Mexico, NY 13114
(43.466852, -76.240968)"
Fall 2018,Oswego High School,334355,Oswego,Oswego,13126,102,7,37,<4,54,"Oswego, NY 13126
(43.440456, -76.474421)"
Fall 2018,Paul V Moore High School,331295,Central Square,Oswego,13036,112,13,20,8,71,"Central Square, NY 13036
(43.309824, -76.166889)"
Fall 2018,Pulaski Jr - Sr High School,334640,Pulaski,Oswego,13142,31,0,7,<4,22,"Pulaski, NY 13142
(43.555712, -76.134908)"
Fall 2018,Sandy Creek Central School,335030,Sandy Creek,Oswego,13145,29,<4,<4,<4,23,"Sandy Creek, NY 13145
(43.655206, -76.129967)"
Fall 2018,Cherry Valley Sprngfld Central,331355,Cherry Valley,Otsego,13320,16,<4,5,5,5,"Cherry Valley, NY 13320
(42.77875, -74.734617)"
Fall 2018,Cooperstown Central High Schoo,331470,Cooperstown,Otsego,13326,18,<4,5,5,5,"Cooperstown, NY 13326
(42.717237, -74.908187)"
Fall 2018,Edmeston Central School,331760,Edmeston,Otsego,13335,16,<4,<4,8,<4,"Edmeston, NY 13335
(42.704418, -75.243994)"
Fall 2018,Gilbertsville Mount Upton Cent,332085,Gilbertsville,Otsego,13776,14,<4,<4,9,<4,"Gilbertsville, NY 13776
(42.461962, -75.332536)"
Fall 2018,Laurens Central School,332775,Laurens,Otsego,13796,15,<4,<4,<4,6,"Laurens, NY 13796
(42.544989, -75.142375)"
Fall 2018,Milford Central School,333130,Milford,Otsego,13807,15,<4,6,<4,<4,"Milford, NY 13807
(42.610749, -74.985575)"
Fall 2018,Morris Central School,333225,Morris,Otsego,13808,11,<4,<4,<4,<4,"Morris, NY 13808
(42.52793, -75.257909)"
Fall 2018,Oneonta Community Christian Sc,334314,Oneonta,Otsego,13820,<4,0,<4,0,0,"Oneonta, NY 13820
(42.46968, -75.041855)"
Fall 2018,Oneonta High School,334315,Oneonta,Otsego,13820,53,11,19,17,6,"Oneonta, NY 13820
(42.46968, -75.041855)"
Fall 2018,Richfield Springs Central Scho,334730,Richfield Spring,Otsego,13439,17,0,0,5,12,"Richfield Spring, NY 13439
(42.853108, -74.997512)"
Fall 2018,Schenevus Central School,335125,Schenevus,Otsego,12155,15,<4,<4,9,<4,"Schenevus, NY 12155
(42.590949, -74.825301)"
Fall 2018,Unatego Jr - Sr High School,334360,Otego,Otsego,13825,28,<4,9,9,9,"Otego, NY 13825
(42.440099, -75.197571)"
Fall 2018,Worcester Central School,336030,Worcester,Otsego,12197,12,0,<4,<4,<4,"Worcester, NY 12197
(42.609725, -74.72281)"
Fall 2018,Brewster High School,330500,Brewster,Putnam,10509,93,19,27,10,37,"Brewster, NY 10509
(41.409828, -73.595855)"
Fall 2018,Carmel High School,331235,Carmel,Putnam,10512,153,27,46,5,75,"Carmel, NY 10512
(41.444541, -73.696731)"
Fall 2018,Haldane High School,331435,Cold Spring,Putnam,10516,30,5,9,<4,15,"Cold Spring, NY 10516
(41.449844, -73.917544)"
Fall 2018,Longview School,330479,Brewster,Putnam,10509,<4,0,0,0,<4,"Brewster, NY 10509
(41.409828, -73.595855)"
Fall 2018,Mahopac High School,332975,Mahopac,Putnam,10541,145,28,18,10,89,"Mahopac, NY 10541
(41.373567, -73.750913)"
Fall 2018,Putnam Valley High School,334651,Putnam Valley,Putnam,10579,67,12,13,<4,39,"Putnam Valley, NY 10579
(41.385975, -73.836873)"
Fall 2018,Academy - Career Television /,332906,Long Island City,Queens,11101,18,<4,7,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Academy Of American Studies,332896,Long Island City,Queens,11101,46,21,14,<4,8,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Academy Of Finance & Enterpris,330946,Long Island City,Queens,11101,9,<4,<4,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Academy Of Medical Technology,331889,Far Rockaway,Queens,11691,18,5,7,<4,<4,"Far Rockaway, NY 11691
(40.600316, -73.760713)"
Fall 2018,Al - Ihsan Academy,335007,S Ozone Park,Queens,11420,<4,0,0,<4,0,"S Ozone Park, NY 11420
(40.673382, -73.815675)"
Fall 2018,Archbishop Molloy High School,332543,Briarwood,Queens,11435,72,45,15,5,7,"Briarwood, NY 11435
(40.701344, -73.810107)"
Fall 2018,August Martin High School,332590,Jamaica,Queens,11434,<4,0,0,0,<4,"Jamaica, NY 11434
(40.676003, -73.775656)"
Fall 2018,Aviation High School,332888,Long Island City,Queens,11101,28,15,<4,8,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Bard High School Early College,331811,Long Island City,Queens,11101,22,15,<4,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Bayside High School,330355,Bayside,Queens,11361,145,94,17,<4,30,"Bayside, NY 11361
(40.76347, -73.7738)"
Fall 2018,Beach Channel High School,334874,Rockaway Park,Queens,11694,<4,0,0,0,<4,"Rockaway Park, NY 11694
(40.577043, -73.847477)"
Fall 2018,Benjamin Cardozo High School,330357,Bayside,Queens,11364,158,84,26,9,39,"Bayside, NY 11364
(40.746405, -73.760292)"
Fall 2018,Benjamin Franklin H S For Fina,331157,Cambria Heights,Queens,11411,<4,0,<4,0,0,"Cambria Heights, NY 11411
(40.694354, -73.736117)"
Fall 2018,Cambria Heights - New Literaci,332421,Hollis,Queens,11423,9,0,<4,0,5,"Hollis, NY 11423
(40.716566, -73.76856)"
Fall 2018,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,<4,<4,<4,0,0,"Elmhurst, NY 11373
(40.738576, -73.878172)"
Fall 2018,Channel View Sch For Research,334897,Rockaway Park,Queens,11694,34,11,13,<4,6,"Rockaway Park, NY 11694
(40.577043, -73.847477)"
Fall 2018,Christ The King Regional High,333124,Middle Village,Queens,11379,21,5,8,<4,6,"Middle Village, NY 11379
(40.718337, -73.879641)"
Fall 2018,Civic Leadership Academy,331819,Elmhurst,Queens,11373,14,5,7,0,<4,"Elmhurst, NY 11373
(40.738576, -73.878172)"
Fall 2018,East - West School Of Internat,331939,Flushing,Queens,11355,26,16,<4,<4,<4,"Flushing, NY 11355
(40.751021, -73.821798)"
Fall 2018,Energy Tech High School,331148,Long Island City,Queens,11106,6,<4,<4,<4,<4,"Long Island City, NY 11106
(40.761751, -73.9312)"
Fall 2018,Epic High School North,331188,South Richmond H,Queens,11419,5,<4,<4,0,0,"South Richmond H, NY 11419
(40.689125, -73.822985)"
Fall 2018,Epic High School South,331189,South Ozone Park,Queens,11420,<4,0,0,<4,0,"South Ozone Park, NY 11420
(40.673382, -73.815675)"
Fall 2018,Evangel Christian School,332899,Long Island City,Queens,11101,5,<4,<4,0,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Excelsior Preparatory High Sch,335302,Springfield Gard,Queens,11413,19,<4,11,<4,6,"Springfield Gard, NY 11413
(40.672267, -73.750319)"
Fall 2018,Ezra Academy,334726,Forest Hills,Queens,11375,<4,<4,0,0,0,"Forest Hills, NY 11375
(40.720456, -73.84577)"
Fall 2018,Far Rockaway High School,331890,Far Rockaway,Queens,11691,<4,<4,0,0,<4,"Far Rockaway, NY 11691
(40.600316, -73.760713)"
Fall 2018,Flushing High School,331925,Flushing,Queens,11354,31,<4,11,<4,16,"Flushing, NY 11354
(40.768432, -73.826093)"
Fall 2018,Flushing International  H S,331937,Flushing,Queens,11355,11,<4,<4,<4,5,"Flushing, NY 11355
(40.751021, -73.821798)"
Fall 2018,Forest Hills High School,331935,Forest Hills,Queens,11375,89,57,13,<4,16,"Forest Hills, NY 11375
(40.720456, -73.84577)"
Fall 2018,Francis Lewis High School,331926,Fresh Meadows,Queens,11365,200,141,23,6,30,"Fresh Meadows, NY 11365
(40.739381, -73.793039)"
Fall 2018,Frank Sinatra School Of The Ar,332901,Astoria,Queens,11106,44,10,15,0,19,"Astoria, NY 11106
(40.761751, -73.9312)"
Fall 2018,Garden School,332540,Jackson Heights,Queens,11372,<4,0,0,<4,0,"Jackson Heights, NY 11372
(40.751948, -73.883959)"
Fall 2018,George Washington Carver High,334896,Springfield Gard,Queens,11413,21,5,7,5,<4,"Springfield Gard, NY 11413
(40.672267, -73.750319)"
Fall 2018,Greater New York Academy,336025,Woodside,Queens,11377,6,<4,<4,0,<4,"Woodside, NY 11377
(40.74462, -73.904361)"
Fall 2018,Grover Cleveland High School,330735,Ridgewood,Queens,11385,8,<4,0,<4,5,"Ridgewood, NY 11385
(40.702695, -73.887118)"
Fall 2018,High School For Construction,334656,Ozone Park,Queens,11416,27,7,<4,15,<4,"Ozone Park, NY 11416
(40.684748, -73.850201)"
Fall 2018,High School Law Enforcement An,332554,Jamaica,Queens,11434,<4,0,<4,<4,<4,"Jamaica, NY 11434
(40.676003, -73.775656)"
Fall 2018,High School Of Applied Comm,332905,Long Island City,Queens,11101,<4,<4,<4,0,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Hillcrest High School,332557,Jamaica,Queens,11432,50,20,12,6,12,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,Hillside Arts And Letters Acad,332556,Jamaica,Queens,11432,<4,0,<4,<4,<4,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,Holy Cross High School,331927,Flushing,Queens,11358,31,9,8,10,<4,"Flushing, NY 11358
(40.760971, -73.796208)"
Fall 2018,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,7,0,<4,0,5,"Cambria Heights, NY 11411
(40.694354, -73.736117)"
Fall 2018,Information Technology High Sc,332904,Long Island City,Queens,11101,15,5,<4,<4,5,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Institute Health Profs-Cambria,331135,Cambria Heights,Queens,11411,14,7,5,<4,<4,"Cambria Heights, NY 11411
(40.694354, -73.736117)"
Fall 2018,International High School At L,332889,Long Island City,Queens,11101,5,<4,<4,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,International H S Health Sci,331181,Elmhurst,Queens,11373,<4,0,0,<4,0,"Elmhurst, NY 11373
(40.738576, -73.878172)"
Fall 2018,Jamaica Gateway To The Science,334657,Jamaica,Queens,11432,18,10,5,<4,0,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,Jamaica High School,332560,Jamaica,Queens,11432,<4,0,0,0,<4,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,John Adams High School,334392,Ozone Park,Queens,11417,24,<4,8,<4,9,"Ozone Park, NY 11417
(40.676341, -73.844504)"
Fall 2018,John Bowne High School,331929,Flushing,Queens,11368,67,24,11,14,18,"Flushing, NY 11368
(40.749412, -73.854504)"
Fall 2018,Kew Forest School,331940,Forest Hills,Queens,11375,<4,<4,0,0,0,"Forest Hills, NY 11375
(40.720456, -73.84577)"
Fall 2018,"Law, Government And Community",331168,Cambria Heights,Queens,11411,<4,0,0,0,<4,"Cambria Heights, NY 11411
(40.694354, -73.736117)"
Fall 2018,Long Island City High School,332890,Long Island City,Queens,11106,15,<4,<4,5,7,"Long Island City, NY 11106
(40.761751, -73.9312)"
Fall 2018,Martin Luther High School,336027,Maspeth,Queens,11378,6,0,<4,0,<4,"Maspeth, NY 11378
(40.724738, -73.905137)"
Fall 2018,Martin Van Buren High School,334655,Queens Village,Queens,11427,24,0,5,<4,17,"Queens Village, NY 11427
(40.729539, -73.749551)"
Fall 2018,Maspeth High School,331953,Elmhurst,Queens,11373,33,23,6,<4,<4,"Elmhurst, NY 11373
(40.738576, -73.878172)"
Fall 2018,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,12,<4,<4,<4,<4,"Cambria Heights, NY 11411
(40.694354, -73.736117)"
Fall 2018,Mercaz Hatorah Of Belle Harbor,330393,Belle Harbor,Queens,11694,<4,0,<4,0,0,"Belle Harbor, NY 11694
(40.577043, -73.847477)"
Fall 2018,Mesivta Yam Hatorah,331893,Far Rockaway,Queens,11691,<4,0,0,0,<4,"Far Rockaway, NY 11691
(40.600316, -73.760713)"
Fall 2018,Metropolitan Expeditionary Lrn,331954,Forest Hills,Queens,11375,7,5,<4,<4,0,"Forest Hills, NY 11375
(40.720456, -73.84577)"
Fall 2018,Middle College High School,332894,Long Island City,Queens,11101,5,0,<4,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,12,<4,<4,<4,<4,"East Elmhurst, NY 11370
(40.76406, -73.891183)"
Fall 2018,Newcomers High School,332893,Long Island City,Queens,11101,20,13,5,0,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Newtown High School,331815,Elmhurst,Queens,11373,14,5,5,<4,<4,"Elmhurst, NY 11373
(40.738576, -73.878172)"
Fall 2018,North Queens Community  H S,331918,Flushing,Queens,11367,<4,0,0,0,<4,"Flushing, NY 11367
(40.729914, -73.824338)"
Fall 2018,P 811 Q @ Queens H S Of Teachi,330399,Bellerose,Queens,11425,<4,<4,<4,0,<4,"Bellerose, NY 11425
(40.73, -73.823486)"
Fall 2018,Pathways College Prep Academy,334857,St Albans,Queens,11412,22,<4,11,<4,6,"St Albans, NY 11412
(40.698064, -73.759234)"
Fall 2018,Preparatory Academy For Writer,335300,Springfield Gdns,Queens,11413,30,6,10,9,5,"Springfield Gdns, NY 11413
(40.672267, -73.750319)"
Fall 2018,Queens Academy - Flushing Camp,334732,Flushing,Queens,11354,<4,0,0,0,<4,"Flushing, NY 11354
(40.768432, -73.826093)"
Fall 2018,Queens Collegiate - A  C  B,332569,Jamaica,Queens,11432,12,6,<4,0,<4,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,Queens Gateway To Health Scien,332579,Jamaica,Queens,11432,24,18,<4,0,<4,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,Queens High School For The Sci,332549,Jamaica,Queens,11433,25,24,<4,0,0,"Jamaica, NY 11433
(40.697789, -73.787795)"
Fall 2018,Queens High School Language,331916,Flushing,Queens,11354,13,8,<4,0,<4,"Flushing, NY 11354
(40.768432, -73.826093)"
Fall 2018,Queens High School Of Teaching,331936,Bellerose,Queens,11426,50,5,26,<4,18,"Bellerose, NY 11426
(40.735486, -73.72377)"
Fall 2018,Queens H S  For Info Resrch Te,334654,Far Rockaway,Queens,11691,9,<4,<4,<4,<4,"Far Rockaway, NY 11691
(40.600316, -73.760713)"
Fall 2018,Queens Metropolitan High Schl,331952,Forest Hills,Queens,11375,26,16,6,<4,<4,"Forest Hills, NY 11375
(40.720456, -73.84577)"
Fall 2018,Queens Preparatory Academy,335301,Springfield Gard,Queens,11413,14,<4,<4,<4,<4,"Springfield Gard, NY 11413
(40.672267, -73.750319)"
Fall 2018,Queens Satellite School For Op,332582,Jamaica,Queens,11432,<4,0,0,0,<4,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,Queens Technical High School,332900,Long Island City,Queens,11101,17,9,<4,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Razi School,336026,Woodside,Queens,11377,<4,0,<4,0,0,"Woodside, NY 11377
(40.74462, -73.904361)"
Fall 2018,Richmond Hill High School,334735,Richmond Hill,Queens,11418,18,<4,<4,0,12,"Richmond Hill, NY 11418
(40.69846, -73.832798)"
Fall 2018,Robert F Kennedy High School,335959,Flushing,Queens,11366,19,6,<4,<4,9,"Flushing, NY 11366
(40.727992, -73.793124)"
Fall 2018,Robert H Goddard High School,334393,Ozone Park,Queens,11417,11,<4,<4,<4,<4,"Ozone Park, NY 11417
(40.676341, -73.844504)"
Fall 2018,Robert Wagner Jr Arts & Tech,332902,Long Island City,Queens,11101,5,<4,<4,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2018,Rockaway Collegiate High Schl,334871,Rockaway Park,Queens,11694,6,<4,<4,0,<4,"Rockaway Park, NY 11694
(40.577043, -73.847477)"
Fall 2018,Rockaway Park H S For Env Sust,334872,Rockaway Park,Queens,11694,6,0,<4,<4,<4,"Rockaway Park, NY 11694
(40.577043, -73.847477)"
Fall 2018,Saint Agnes Academic High Scho,331445,College Point,Queens,11356,<4,<4,0,0,<4,"College Point, NY 11356
(40.785519, -73.843534)"
Fall 2018,Saint Demetrios High School,330229,Astoria,Queens,11102,<4,<4,0,0,<4,"Astoria, NY 11102
(40.771449, -73.92493)"
Fall 2018,Saint Johns Preparatory,332892,Astoria,Queens,11105,22,9,<4,<4,6,"Astoria, NY 11105
(40.776265, -73.908797)"
Fall 2018,Scholars Academy,334873,Rockaway Park,Queens,11694,52,43,8,0,<4,"Rockaway Park, NY 11694
(40.577043, -73.847477)"
Fall 2018,Springfield Gardens H S,335308,Springfield Gard,Queens,11413,<4,0,0,<4,<4,"Springfield Gard, NY 11413
(40.672267, -73.750319)"
Fall 2018,St. Francis Preparatory School,330835,Fresh Meadows,Queens,11365,133,62,22,14,35,"Fresh Meadows, NY 11365
(40.739381, -73.793039)"
Fall 2018,The Baccalaureate School For G,332903,Astoria,Queens,11106,22,19,<4,0,<4,"Astoria, NY 11106
(40.761751, -73.9312)"
Fall 2018,The High Sch For Arts & Busine,331496,Corona,Queens,11368,12,5,5,0,<4,"Corona, NY 11368
(40.749412, -73.854504)"
Fall 2018,The High School For Community,332562,Jamaica,Queens,11432,5,0,<4,<4,<4,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,The Lowell School,331924,Flushing,Queens,11355,<4,0,<4,0,<4,"Flushing, NY 11355
(40.751021, -73.821798)"
Fall 2018,The Mary Louis Academy,332575,Jamaica Estates,Queens,11432,27,11,11,0,5,"Jamaica Estates, NY 11432
(40.715188, -73.792888)"
Fall 2018,The Queens School Of Inquiry,331949,Flushing,Queens,11366,5,<4,0,0,<4,"Flushing, NY 11366
(40.727992, -73.793124)"
Fall 2018,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,5,<4,0,<4,0,"Jackson Heights, NY 11372
(40.751948, -73.883959)"
Fall 2018,The Summit School,331945,Jamaica Estates,Queens,11432,7,0,<4,0,<4,"Jamaica Estates, NY 11432
(40.715188, -73.792888)"
Fall 2018,The Windsor School,331931,Flushing,Queens,11354,<4,<4,0,0,0,"Flushing, NY 11354
(40.768432, -73.826093)"
Fall 2018,Thomas Edison Career & Technic,332585,Jamaica,Queens,11432,29,11,6,<4,8,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,Tichon Meir Moshe,331896,Far Rockaway,Queens,11691,<4,0,<4,0,0,"Far Rockaway, NY 11691
(40.600316, -73.760713)"
Fall 2018,Townsend Harris High Sch,331934,Flushing,Queens,11367,69,64,<4,0,<4,"Flushing, NY 11367
(40.729914, -73.824338)"
Fall 2018,Veritas Academy,331917,Flushing,Queens,11354,7,<4,<4,0,<4,"Flushing, NY 11354
(40.768432, -73.826093)"
Fall 2018,Voyages Preparatory High Sch,331817,Elmhurst,Queens,11373,<4,0,0,0,<4,"Elmhurst, NY 11373
(40.738576, -73.878172)"
Fall 2018,Whitestone Academy,335961,Whitestone,Queens,11357,<4,<4,0,0,<4,"Whitestone, NY 11357
(40.785459, -73.811044)"
Fall 2018,William C. Bryant High School,332915,Long Island City,Queens,11103,24,<4,6,<4,12,"Long Island City, NY 11103
(40.76373, -73.912399)"
Fall 2018,World Journalism Prep School,331921,Flushing,Queens,11358,20,7,8,<4,<4,"Flushing, NY 11358
(40.760971, -73.796208)"
Fall 2018,Y A B C @ H S For Arts & Busin,331499,Corona,Queens,11368,<4,0,0,0,<4,"Corona, NY 11368
(40.749412, -73.854504)"
Fall 2018,Yeshiva Of Far Rockaway,331892,Far Rockaway,Queens,11691,<4,0,<4,0,0,"Far Rockaway, NY 11691
(40.600316, -73.760713)"
Fall 2018,Yeshivat Binat Chaim,331946,Forest Hill,Queens,11375,<4,0,0,0,<4,"Forest Hill, NY 11375
(40.720456, -73.84577)"
Fall 2018,Yeshiva Univ High School For G,334144,Holliswood,Queens,11423,7,<4,0,0,5,"Holliswood, NY 11423
(40.716566, -73.76856)"
Fall 2018,York Early College Academy,332593,Jamaica,Queens,11451,8,5,<4,<4,0,"Jamaica, NY 11451
(40.70267, -73.795654)"
Fall 2018,Young Women'S Leadership Sch,332911,Astoria,Queens,11102,11,5,5,<4,0,"Astoria, NY 11102
(40.771449, -73.92493)"
Fall 2018,Young Womens Leadership School,332592,Jamaica,Queens,11432,18,7,10,<4,0,"Jamaica, NY 11432
(40.715188, -73.792888)"
Fall 2018,Averill Park High School,330270,Averill Park,Rensselaer,12018,114,14,19,<4,77,"Averill Park, NY 12018
(42.633168, -73.538249)"
Fall 2018,Berlin Middle - High School,330410,Cherry Plain,Rensselaer,12040,21,<4,<4,0,18,"Cherry Plain, NY 12040
(42.629444, -73.360833)"
Fall 2018,Catholic Central High School,335595,Troy,Rensselaer,12182,31,<4,<4,<4,23,"Troy, NY 12182
(42.788909, -73.650082)"
Fall 2018,Columbia High School,331695,East Greenbush,Rensselaer,12061,187,42,28,<4,115,"East Greenbush, NY 12061
(42.599137, -73.672428)"
Fall 2018,Doane Stuart School,330030,Rensselaer,Rensselaer,12144,6,0,<4,0,<4,"Rensselaer, NY 12144
(42.635553, -73.718904)"
Fall 2018,Emma Willard School,335600,Troy,Rensselaer,12180,<4,<4,<4,0,0,"Troy, NY 12180
(42.736751, -73.637848)"
Fall 2018,Hoosac School,332440,Hoosick,Rensselaer,12089,6,<4,<4,<4,0,"Hoosick, NY 12089
(42.889378, -73.34729)"
Fall 2018,Hoosick Falls Central School,332445,Hoosick Falls,Rensselaer,12090,39,<4,<4,<4,32,"Hoosick Falls, NY 12090
(42.886234, -73.359533)"
Fall 2018,Hoosic Valley Jr Sr High Schoo,335095,Schaghticoke,Rensselaer,12154,46,<4,<4,0,40,"Schaghticoke, NY 12154
(42.931823, -73.601518)"
Fall 2018,Lansingburgh School District,335610,Troy,Rensselaer,12182,86,<4,<4,<4,76,"Troy, NY 12182
(42.788909, -73.650082)"
Fall 2018,La Salle Institute,335615,Troy,Rensselaer,12180,11,<4,<4,<4,6,"Troy, NY 12180
(42.736751, -73.637848)"
Fall 2018,Maple Hill High School,331255,Castleton,Rensselaer,12033,31,0,9,<4,20,"Castleton, NY 12033
(42.537337, -73.703505)"
Fall 2018,Rensselaer High School,334705,Rensselaer,Rensselaer,12144,25,0,<4,<4,17,"Rensselaer, NY 12144
(42.635553, -73.718904)"
Fall 2018,Tamarac High School,335593,Troy,Rensselaer,12180,52,<4,<4,<4,47,"Troy, NY 12180
(42.736751, -73.637848)"
Fall 2018,Troy High School,335617,Troy,Rensselaer,12180,145,14,17,<4,113,"Troy, NY 12180
(42.736751, -73.637848)"
Fall 2018,College Of Staten Island  H S,335346,Staten Island,Richmond,10314,21,12,7,0,<4,"Staten Island, NY 10314
(40.604049, -74.152798)"
Fall 2018,Concord High School,335342,Staten Island,Richmond,10304,<4,0,0,<4,<4,"Staten Island, NY 10304
(40.606587, -74.092177)"
Fall 2018,Curtis High School,335350,Staten Island,Richmond,10301,69,15,26,16,12,"Staten Island, NY 10301
(40.628276, -74.094327)"
Fall 2018,Gaynor Mc Cown Expeditionary,335367,Staten Island,Richmond,10314,14,5,7,<4,0,"Staten Island, NY 10314
(40.604049, -74.152798)"
Fall 2018,Lavelle Prep Charter School,335353,Staten Island,Richmond,10311,<4,<4,0,0,0,"Staten Island, NY 10311
(40.605388, -74.172736)"
Fall 2018,Michael J Petrides High School,335351,Staten Island,Richmond,10301,18,6,9,<4,<4,"Staten Island, NY 10301
(40.628276, -74.094327)"
Fall 2018,Monsignor Farrell High School,335352,Staten Island,Richmond,10306,19,7,7,<4,<4,"Staten Island, NY 10306
(40.568821, -74.11862)"
Fall 2018,Moore Catholic High School,335343,Staten Island,Richmond,10314,10,5,<4,<4,<4,"Staten Island, NY 10314
(40.604049, -74.152798)"
Fall 2018,New Dorp High School,335355,Staten Island,Richmond,10306,61,25,17,<4,16,"Staten Island, NY 10306
(40.568821, -74.11862)"
Fall 2018,Notre Dame Academy High School,335360,Staten Island,Richmond,10301,16,6,<4,<4,<4,"Staten Island, NY 10301
(40.628276, -74.094327)"
Fall 2018,Pathways To Graduation,334143,Staten Island,Richmond,10301,<4,0,0,<4,0,"Staten Island, NY 10301
(40.628276, -74.094327)"
Fall 2018,Port Richmond High School,335365,Staten Island,Richmond,10302,37,11,14,<4,9,"Staten Island, NY 10302
(40.630538, -74.137921)"
Fall 2018,Ralph R Mc Kee  High School,335375,Staten Island,Richmond,10301,17,<4,<4,6,<4,"Staten Island, NY 10301
(40.628276, -74.094327)"
Fall 2018,Saint John Villa Academy,335380,Staten Island,Richmond,10305,9,<4,<4,0,<4,"Staten Island, NY 10305
(40.597982, -74.074837)"
Fall 2018,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,28,17,6,<4,<4,"Staten Island, NY 10312
(40.542961, -74.178263)"
Fall 2018,Saint Joseph Hill Academy,335385,Staten Island,Richmond,10305,9,<4,<4,<4,<4,"Staten Island, NY 10305
(40.597982, -74.074837)"
Fall 2018,Saint Peters Boys High School,335395,Staten Island,Richmond,10301,17,6,6,<4,<4,"Staten Island, NY 10301
(40.628276, -74.094327)"
Fall 2018,Staten Island Academy,335400,Staten Island,Richmond,10304,<4,<4,0,0,0,"Staten Island, NY 10304
(40.606587, -74.092177)"
Fall 2018,Staten Island Technical High S,335401,Staten Island,Richmond,10306,78,75,0,<4,<4,"Staten Island, NY 10306
(40.568821, -74.11862)"
Fall 2018,Susan E Wagner High School,335403,Staten Island,Richmond,10314,92,40,34,7,11,"Staten Island, NY 10314
(40.604049, -74.152798)"
Fall 2018,Tottenville High School,335405,Staten Island,Richmond,10312,143,78,39,8,18,"Staten Island, NY 10312
(40.542961, -74.178263)"
Fall 2018,Albertus Magnus High School,330447,Bardonia,Rockland,10954,25,<4,<4,0,17,"Bardonia, NY 10954
(41.100807, -74.012827)"
Fall 2018,Ateres Bais Yaakov Acad Rcklnd,333181,New Hempstead,Rockland,10977,<4,0,0,0,<4,"New Hempstead, NY 10977
(41.116859, -74.047476)"
Fall 2018,Bais Yaakov Of Ramapo,333183,Monsey,Rockland,10952,<4,0,<4,0,<4,"Monsey, NY 10952
(41.115844, -74.078248)"
Fall 2018,Bais Yaakov Of Spring Valley,333188,Monsey,Rockland,10952,<4,0,0,0,<4,"Monsey, NY 10952
(41.115844, -74.078248)"
Fall 2018,Chestnutgrove High School,334443,New City,Rockland,10956,<4,0,0,<4,0,"New City, NY 10956
(41.15036, -73.995074)"
Fall 2018,Clarkstown High School North,333325,New City,Rockland,10956,137,33,28,5,71,"New City, NY 10956
(41.15036, -73.995074)"
Fall 2018,Clarkstown Senior High School,335913,West Nyack,Rockland,10994,148,32,27,<4,86,"West Nyack, NY 10994
(41.09763, -73.974307)"
